gvkey,fyear,datadate,at,isin,conm,fic,sic
207873,2019,20191231,38109937.3900,KR7008560005,MERITZ SECURITIES CO LTD,KOR,6211
207903,2019,20191231,7840561.2220,KR7010130003,KOREA ZINC CO LTD,KOR,3330
207909,2019,20191231,2538144.4070,KR7010120004,LS ELECTRIC CO LTD,KOR,3612
207912,2019,20191231,3256509.9920,KR7005300009,LOTTE CHILSUNG BEVERAGE CO,KOR,2086
207921,2019,20191231,4811211.7120,KR7010060002,OCI CO LTD,KOR,2800
207923,2019,20191231,104538771.0560,KR7138930003,BNK FINANCIAL GROUP INC,KOR,6020
207930,2019,20191231,1792685.4820,KR7004000006,LOTTE FINE CHEMICAL CO LTD,KOR,2810
207931,2019,20191231,44729591.3990,KR7016360000,SAMSUNG SECURITIES CO LTD,KOR,6211
207970,2019,20191231,1201854.1950,KR7008060006,DAEDUCK CO LTD,KOR,3672
208019,2019,20191231,1776272.0000,JP3360800001,HULIC CO LTD,JPN,6510
208095,2019,20200331,48954.9000,SG1T75931496,SINGAPORE TELECOMMUNICATIONS,SGP,4812
208164,2019,20191231,9044.3150,PTSON0AM0001,SONAE SGPS SA,PRT,5411
208175,2019,20200331,5038980.7000,INE213A01029,OIL & NATURAL GAS CORP LTD,IND,1311
208176,2019,20191231,145701.0000,MXP8728U1671,ORGANIZACION SORIANA SA DE C,MEX,5331
208226,2019,20190630,4220.2590,NL0000288876,EUROCOMMERCIAL PROPERTIES NV,NLD,6798
208253,2019,20200331,1310.3720,SG1T74931364,YOMA STRATEGIC HLDGS LTD,SGP,1600
208261,2019,20191231,98055.9420,PLBIG0000016,BANK MILLENNIUM SA,POL,6020
208291,2019,20200331,129997.0000,JP3420200002,SEKISUI JUSHI CO LTD,JPN,2950
208304,2019,20191231,79807067.0000,ID1000106800,PT SEMEN INDONESIA (PERSERO),IDN,3241
208326,2019,20190630,6245.3000,AU000000SVW5,SEVEN GROUP HLDS LTD,AUS,5082
208331,2019,20190930,4000.8000,GB0007990962,SHAFTESBURY PLC,GBR,6798
208351,2019,20191231,13722.0730,BMG8063F1068,SHANGRI-LA ASIA LTD,BMU,7011
208361,2019,20191231,1347.8000,GB0008025412,SIG PLC,GBR,5030
208447,2019,20190630,1152.2680,AU000000PPT9,PERPETUAL LTD,AUS,6282
208558,2019,20191231,363056.3300,TW0009904003,POU CHEN,TWN,3021
208572,2019,20191231,477455.2730,TW0001216000,UNI-PRESIDENT ENTERPRISE CO,TWN,2000
208574,2019,20191231,9660.5650,MYL8869OO009,PRESS METAL ALUMNIUM HLD BHD,MYS,3334
208623,2019,20191231,22201.5020,TH0355A10Z04,PTT EXPLORATION & PRODUCTION,THA,1311
208655,2019,20191231,29169746.8160,KR7000150003,DOOSAN CORP,KOR,9997
208664,2019,20191231,36863.1160,TW0001710002,ORIENTAL UNION CHEMICAL CORP,TWN,2860
208799,2019,20200331,408768.0000,JP3336000009,SANTEN PHARMACEUTICAL,JPN,2834
208831,2019,20191231,1649.5000,GB00B135BJ46,SAVILLS PLC,GBR,6531
208833,2019,20200331,18597.0000,JP3323200000,SAWAFUJI ELECTRIC CO LTD,JPN,3620
208838,2019,20191231,9878260.4290,KR7003530003,HANWHA INVESTMENT & SECURITI,KOR,6211
208840,2019,20191231,1510688.8330,KR7004490009,SEBANG GLOBAL BATTERY CO,KOR,3690
208916,2019,20191231,1056364.6850,KR7003920006,NAMYANG DAIRY PRODUCTS CO,KOR,2020
208952,2019,20191231,894324.0000,KR7004430005,SONGWON INDUSTRIAL CO LTD,KOR,2821
208985,2019,20191231,684922.7820,KR7005180005,BING GRAE CO LTD,KOR,2020
209087,2019,20200331,378489.0000,JP3566600007,TOKAI RIKA CO LTD,JPN,3714
209135,2019,20191231,35333.3160,TW0009907006,TON YI INDUSTRIAL CORP,TWN,3350
209144,2019,20191231,6527055.2130,KR7004800009,HYOSUNG CORP,KOR,9997
209173,2019,20190630,405.1410,GB0003062816,TOWN CENTRE SECURITIES PLC,GBR,6798
209208,2019,20191231,14907.6450,TRATRKCM91F7,TRAKYA CAM SANAYII AS,TUR,3211
209212,2019,20191231,147738.0000,DK0010311471,SYDBANK AS,DNK,6020
209214,2019,20191231,7117.1000,GB0006834344,INTU PROPERTIES PLC,GBR,6798
209242,2019,20190630,181788.5650,HK0247001271,TSIM SHA TSUI PROPERTIES LTD,HKG,6500
209258,2019,20191231,8291.2000,GB0001500809,TULLOW OIL PLC,GBR,1311
209308,2019,20191231,770787.5390,PHY9091H1069,UNION BANK (PHILIPPINES),PHL,6020
209341,2019,20191231,370187.3650,TW0002303005,UNITED MICROELECTRONICS CORP,TWN,3674
209384,2019,20200331,125216.5200,INE700A01033,JUBILANT PHARMOVA LTD,IND,2834
209410,2019,20200331,221614.7000,INE151A01013,TATA COMMUNICATIONS LTD,IND,4813
209418,2019,20191231,1253817.1270,CLP9796J1008,VINA CONCHA Y TORO SA,CHL,2084
209423,2019,20190630,1282.2450,AU000000VRL0,VILLAGE ROADSHOW LTD,AUS,7822
209440,2019,20191231,1331.4000,DE0007667107,VOSSLOH AG,DEU,3490
209453,2019,20191231,138066.4020,TW0001605004,WALSIN LIHWA CORP,TWN,3357
209458,2019,20191231,151160.9260,BMG0957L1090,BEIJING ENTERPRISES WATER GR,BMU,4950
209503,2019,20190731,1521.8390,GB0001638955,WETHERSPOON (JD) PLC,GBR,5810
209523,2019,20191231,32473.7250,HK0000056256,CHINA TRADITIONAL CHINESE,HKG,2834
209537,2019,20191231,3374.2820,BMG9737M1055,WONG'S KONG KING INTL HLDGS,BMU,5160
209607,2019,20191231,121089.0130,TW0001907004,YFY INC,TWN,2600
209686,2019,20191231,816143.7790,KR7009440009,KC GREEN HLDGS,KOR,3564
209837,2019,20200331,3156.3780,NZKPGE0001S9,KIWI PROPERTY GROUP LTD,NZL,6798
209933,2019,20190731,3092.9840,AU000000BKW4,BRICKWORKS LTD,AUS,3250
209955,2019,20190630,61846.3080,ZAE000117321,BIDVEST GROUP LTD,ZAF,9997
209980,2019,20191231,27925.3750,ZAE000072328,GRINDROD LTD,ZAF,4700
209985,2019,20200331,50656.3160,ZAE000081949,INVESTEC GROUP,ZAF,6200
210051,2019,20190630,3025.7280,ZAE000117792,CITY LODGE HOTELS,ZAF,7011
210066,2019,20191231,13515.9420,TW0001460004,EVEREST TEXTILE CO LTD,TWN,2200
210095,2019,20200331,18088.0000,ZAE000005153,OMNIA HLDGS,ZAF,2870
210151,2019,20191231,7328.8770,TW0001108009,LUCKY CEMENT,TWN,3241
210177,2019,20191231,9250.0780,SGXE21576413,GENTING SINGAPORE LTD,GBR,7990
210201,2019,20191231,311037.2900,TW0002308004,DELTA ELECTRONICS INC,TWN,3670
210216,2019,20190630,42589.0000,AU000000TLS2,TELSTRA CORP LTD,AUS,4812
210315,2019,20191231,5066.9860,ES0105630315,CIE AUTOMOTIVE SA,ESP,3714
210418,2019,20191231,46108.0000,CH0012221716,ABB LTD,CHE,3613
210437,2019,20191231,406347.8790,TRASAHOL91Q5,HACI OMER SABANCI HOLDING AS,TUR,9998
210479,2019,20191231,122171.0000,FR0000131906,RENAULT SA,FRA,3711
210550,2019,20191231,18650.3610,TW0001215002,CHAROEN POKPHAND ENTERPRISES,TWN,2040
210618,2019,20191231,1425.1000,GB0004866223,KELLER GROUP PLC,GBR,8711
210629,2019,20200331,139700.0000,JP3961400003,YOROZU CORP,JPN,3714
210652,2019,20191231,2573.4000,GB00BYRJ5J14,PHP-PRIMARY HEALTH PPTYS PLC,GBR,6798
210701,2019,20191231,41682.2350,MXP606941179,KIMBERLY-CLARK DE MEXICO SA,MEX,2670
210703,2019,20191231,17976.4630,CNE0000002Y8,LIVZON PHARMACEUTICAL GROUP,CHN,2834
210722,2019,20191231,182286178.0000,KR7000880005,HANWHA CORP,KOR,2890
210725,2019,20191231,49409.9790,TREENKA00011,ENKA INSAAT VE SANAYI AS,TUR,9997
210828,2019,20191231,36341.0000,FR0000060618,RALLYE,FRA,5411
210835,2019,20200331,8567.0000,GB00B1YW4409,3I GROUP PLC,GBR,6799
210953,2019,20191231,468945.0000,JP3539250005,THK CO LTD,JPN,3569
211009,2019,20200331,12260.0000,INE009A01021,INFOSYS LTD,IND,7371
211079,2019,20200331,48836.2000,INE531A01024,KANSAI NEROLAC PAINTS LTD,IND,2851
211111,2019,20190630,28104.0000,ZAE000171963,KAP INDUSTRIAL HLDGS LTD,ZAF,9997
211126,2019,20200331,19003.0000,ZAE000273116,TSOGO SUN GAMING LTD,ZAF,7990
211148,2019,20190930,37566.0000,ZAE000145892,LIFE HEALTHCARE GROUP HLDGS,ZAF,8060
211166,2019,20190630,64995.0000,ZAE000012084,SHOPRITE HLDGS LTD,ZAF,5411
211175,2019,20200331,17354.0000,ZAE000200457,MR PRICE GROUP LTD,ZAF,5600
211367,2019,20190630,953.9970,AU000000RRL8,REGIS RESOURCES LTD,AUS,1040
211387,2019,20190930,1843.3800,FR0000053324,COMPAGNIE DES ALPES,FRA,7990
211415,2019,20191231,4546.2000,FR0000050809,SOPRA STERIA GROUP SA,FRA,7370
211437,2019,20191231,5363.0000,GB00B01FLG62,G4S PLC,GBR,7380
211443,2019,20191231,6385.1350,AT0000A21KS2,IMMOFINANZ AG,AUT,6510
211452,2019,20191231,2332.6000,FI0009005318,NOKIAN RENKAAT OYJ,FIN,3011
211463,2019,20191231,93113.0000,DK0060036564,SPAR NORD BANK A/S,DNK,6200
211503,2019,20191231,6890.0000,FR0000051807,TELEPERFORMANCE,FRA,7389
211509,2019,20191231,1820.4210,FR0013154002,SARTORIUS STEDIM BIOTECH SA,FRA,3826
211599,2019,20190930,3540.0000,GB00B1L8B624,EI GROUP PLC,GBR,5810
211607,2019,20190630,19764.8280,ZAE000009932,WILSON BAYLY HOMMES OVC,ZAF,1600
211610,2019,20191231,49234.0000,ZAE000093779,SANTAM LTD,ZAF,6331
211655,2019,20191231,302311.0000,ZAE000042164,MTN GROUP LTD,ZAF,4812
211699,2019,20191231,140.4920,GB0006452857,NMCN PLC,GBR,1600
211736,2019,20191231,26318.3220,HK1093012172,CSPC PHARMACEUTICAL GROUP,HKG,2834
211759,2019,20191231,65841.8620,CNE1000002S8,COSCO SHIPPING ENERGY,CHN,4412
211777,2019,20191231,4558.2390,BE0003593044,COFINIMMO SA,BEL,6798
211795,2019,20200331,4486.5000,CH0012549785,SONOVA HOLDING AG,CHE,3842
211815,2019,20191231,52131.5920,HK0034000254,KOWLOON DEVELOPMENT CO LTD,HKG,6500
211832,2019,20191231,104804.9000,TW0002344009,WINBOND ELECTRONICS CORP,TWN,3674
211859,2019,20191231,1484556.4540,KR7017810003,PULMUONE HOLDINGS CO LTD,KOR,2090
211934,2019,20191231,1580010.0000,MXP370711014,GRUPO FINANCIERO BANORTE SA,MEX,6020
212128,2019,20190930,536.2000,GB0009292243,VICTREX PLC,GBR,2821
212167,2019,20190630,2551.9500,NZSKCE0001S2,SKYCITY ENTERTAINMENT GROUP,NZL,7011
212225,2019,20191231,2329565.9260,KR7011160009,DOOSAN ENGINEERING & CONST,KOR,1500
212235,2019,20191231,6928.0040,TW0001720001,STANDARD CHEM AND PHARM CORP,TWN,2833
212237,2019,20191231,5807.4850,TW0001232007,TTET UNION CORP,TWN,2070
212241,2019,20190630,30280.6200,ZAE000161832,SUPER GROUP LTD,ZAF,5500
212266,2019,20191231,2742.4910,IT0005252728,BREMBO SPA,ITA,3714
212437,2019,20191231,5053.0000,GB0005622542,MILLENNIUM& COPTHORNE HOTELS,GBR,7011
212495,2019,20191231,57959.6670,KYG8878S1030,TINGYI (CAYMAN ISLAND) HLDG,CYM,2090
212577,2019,20191231,5747.3000,IT0001063210,MEDIASET SPA,ITA,4833
212650,2019,20190630,35957.0000,AU000000TCL6,TRANSURBAN GROUP,AUS,4700
212693,2019,20191231,33990.6640,CNE100000353,HISENSE HOME APPLIANCES GRP,CHN,3630
212712,2019,20200331,389291.0000,JP3351100007,SYSMEX CORP,JPN,3826
212748,2019,20191231,186632.5030,TW0002301009,LITEON TECHNOLOGY CORP,TWN,3679
212782,2019,20191231,32934.7350,DE0005785802,FRESENIUS MEDICAL CARE AG&CO,DEU,8090
212786,2019,20191231,4755.6600,ES0176252718,MELIA HOTELS INTL SA,ESP,7011
212856,2019,20200331,255802.0000,AU000000MQG1,MACQUARIE GROUP LTD,AUS,6200
212901,2019,20200331,9603126.0000,JP3566800003,CENTRAL JAPAN RAILWAY CORP,JPN,4011
212948,2019,20190831,2010558.0000,JP3802300008,FAST RETAILING CO LTD,JPN,5600
213029,2019,20191231,97557.0000,DK0060079531,DSV PANALPINA A/S,DNK,4213
213042,2019,20191231,3854.2000,FI0009005870,KONECRANES PLC,FIN,3530
213058,2019,20191231,54689.0000,SE0007074844,WALLENSTAM AB,SWE,6500
213067,2019,20191231,4593.4780,CH0319416936,FLUGHAFEN ZUERICH AG,CHE,4581
213075,2019,20191231,38729.0000,SE0000106205,PEAB AB,SWE,1500
213083,2019,20200331,2475.4000,GB00BBG9VN75,AVEVA GROUP PLC,GBR,7372
213095,2019,20200131,4345.9000,GB00BYX91H57,JD SPORTS FASHION PLC,GBR,5940
213098,2019,20190831,13054.6750,ZAE000134854,CLICKS GROUP LTD,ZAF,5990
213127,2019,20191231,3825483.0000,RU0009062467,GAZPROM NEFT PJSC,RUS,2911
213193,2019,20200331,1010651.0000,JP3198900007,ORIENTAL LAND CO LTD,JPN,7996
213198,2019,20191231,136026.4930,TW0002352002,QISDAJ CORP,TWN,3577
213199,2019,20191231,156096.5640,TW0002353000,ACER INC,TWN,3571
213207,2019,20191231,193092.8530,TW0002356003,INVENTEC CO LTD,TWN,3571
213210,2019,20191231,20955.3900,TW0002349008,RITEK CORP,TWN,3695
213211,2019,20191231,41122.2170,TW0002206000,SANYANG MOTOR CO LTD,TWN,3751
213212,2019,20191231,164575.8170,TW0002354008,FOXCONN TECHNOLOGY CO LTD,TWN,3571
213223,2019,20191231,1437.0450,GB0001883718,CHARLES TAYLOR PLC,GBR,6411
213341,2019,20191231,51062.0000,SE0000191827,ATRIUM LJUNBERG AB,SWE,6500
213344,2019,20191231,2692357.6140,CLP763281068,PARQUE ARAUCO SA,CHL,6512
213412,2019,20191231,556654.2830,TW0003711008,ASE TECHNOLOGY HLDNG CO,TWN,3674
213491,2019,20190630,2641.8000,GB0004915632,KIER GROUP PLC,GBR,1540
213494,2019,20191231,177884.0130,BMG524401079,KERRY PROPERTIES LTD,BMU,6500
213532,2019,20191231,5132287.0000,HU0000153937,MOL HUNGARIAN OIL,HUN,2911
214050,2019,20191231,3814.0000,AU000000OZL8,OZ MINERALS LIMITED,AUS,1000
214509,2019,20200331,3933910.0000,JP3933800009,Z HOLDINGS CORP,JPN,7370
214523,2019,20191231,2498358.1910,TW0002884004,E SUN FINANCIAL HOLDINGS CO,TWN,6020
214526,2019,20191231,1228870.0000,HU0000073507,MAGYAR TELEKOM,HUN,4812
214659,2019,20191231,245692.8470,AT0000652011,ERSTE GROUP BK AG,AUT,6020
214700,2019,20191231,3859.4260,DE0007251803,STADA ARZNEIMITTEL AG,DEU,2834
214759,2019,20200331,2602.6610,DE0007314007,HEIDELBERGER DRUCKMASCHINEN,DEU,3555
214779,2019,20191231,1795.1880,GB0001859296,VISTRY GROUP PLC,GBR,1520
215060,2019,20191231,22919.0000,SE0011337708,AAK AB,SWE,2070
216019,2019,20191231,562.9600,DE000A0WMPJ6,AIXTRON SE,DEU,3559
216320,2019,20191231,15645241.0000,COT04PA00028,GRUPO NUTRESA SA,COL,2060
216524,2019,20191231,43288.1000,DE0005220008,ENBW ENERGIE BADEN,DEU,4911
216603,2019,20190630,1909.0000,CH0011795959,DORMAKABA HOLDINGS AG,CHE,3690
216609,2019,20191231,4157.9190,GRS393503008,MYTILINEOS SA,GRC,1000
216622,2019,20191231,65643.0000,SE0007100359,PANDOX AB,SWE,7011
216627,2019,20191231,1480.2000,NO0010861990,PROSAFE SE,CYP,1389
216629,2019,20191231,1117.8780,FR0000039109,SECHE ENVIRONNEMENT SA,FRA,4953
216645,2019,20191231,29905.9770,CH0014786500,VALIANT HOLDING AG,CHE,6020
216667,2019,20191231,4602.8110,IT0001157020,ERG SPA,ITA,2911
216719,2019,20191231,30194907.7300,ID1000106602,ANEKA TAMBANG TBK (PT),IDN,1000
216861,2019,20191231,4316.4700,ES0118594417,INDRA SISTEMAS SA,ESP,7370
217500,2019,20191231,3701.7000,FI0009800643,YIT CORP,FIN,1500
217799,2019,20191231,1916.8680,GB00BV9FP302,COMPUTACENTER PLC,GBR,7370
217863,2019,20190630,2908.3000,AU000000CQR9,CHARTER HALL RETAIL REIT,AUS,6798
218003,2019,20190630,35929.0000,ZAE000063863,WOOLWORTHS HLDGS LTD,ZAF,5411
218399,2019,20200331,13008.0000,FR0010220475,ALSTOM SA,FRA,3743
220090,2019,20191231,2462.0260,ROALROACNOR0,ALRO SLATINA,ROU,3334
220175,2019,20191231,8542.4420,TH0148A10Z06,BANPU PCL,THA,1220
220295,2019,20191231,2146.4950,DE0007856023,ELRINGKLINGER AG,DEU,9995
220301,2019,20191231,43811.0000,DE0006599905,MERCK KGAA,DEU,2834
220374,2019,20191231,1587.1040,NL0000288918,VASTNED RETAIL NV,NLD,6798
220399,2019,20191231,16406.3720,TRAOTOSN91H6,FORD OTOMOTIV SANAYI AS,TUR,3711
220400,2019,20191231,38750.8380,TRASISEW91Q3,TURK SISE CAM,TUR,3220
220414,2019,20191231,107927.5780,KYG3777B1032,GEELY AUTOMOBILE HLDGS LTD,CYM,3711
220426,2019,20191231,404688.0000,CH0011075394,ZURICH INSURANCE GROUP AG,CHE,6351
220487,2019,20191231,21087.8060,CL0000000423,LATAM AIRLINES GROUP SA,CHL,4512
220509,2019,20191231,29071.6700,MXP370841019,GRUPO MEXICO SAB DE CV,MEX,1000
220525,2019,20191231,2891.0000,FI0009004824,KEMIRA OY,FIN,2800
220530,2019,20191231,308.5000,FI0009002943,RAISIO PLC,FIN,2000
220546,2019,20191231,118063.0000,NO0010096985,EQUINOR ASA,NOR,2911
220553,2019,20191231,10480.0000,SE0006288015,GRANGES AB,SWE,3360
220575,2019,20191031,34012.0000,SE0003366871,SAS AB,SWE,4512
220579,2019,20191231,264072.0000,SE0000667925,TELIA COMPANY AB,SWE,4813
220593,2019,20191231,2979.2440,ES0129743318,ELECNOR SA,ESP,8711
220604,2019,20191231,3624.3160,ES0142090317,OBRASCON HUARTE LAIN SA,ESP,1600
220626,2019,20200331,899699.0000,JP3160670000,AIR WATER INC,JPN,2810
220646,2019,20200331,231088.0000,JP3131200002,IINO KAIUN KAISHA LTD,JPN,4400
220840,2019,20191231,4829.0000,FR0000034639,ALTRAN TECHNOLOGIES SA,FRA,8711
220920,2019,20191231,303284.0000,FR0010242511,EDF,FRA,4911
220940,2019,20191231,106303.0000,FR0000133308,ORANGE,FRA,4813
220942,2019,20191231,159793.0000,FR0010208488,ENGIE SA,FRA,4911
221008,2019,20200331,74350.0340,LK0003N00000,AITKEN SPENCE HOTEL HLDGS,LKA,7011
221059,2019,20191231,17383.5630,CH0001347498,EDMOND DE ROTHSCHILD S.A,CHE,6020
221130,2019,20191231,14146.8000,DK0010201102,KOBENHAVNS LUFTHAVNE,DNK,4581
221170,2019,20200331,2735.5000,GB00B67G5X01,WORKSPACE GROUP PLC,GBR,6798
221261,2019,20191231,8214.0000,CH0198251305,COCA-COLA HBC AG,CHE,2086
221274,2019,20200331,64892.2760,ZAE000003257,HOSKEN CONSOLIDATED INVTS,ZAF,6722
221432,2019,20191231,756.4380,FR0000053399,CNIM GROUP SA,FRA,4953
221497,2019,20191231,339709.0000,MXP000511016,ALFA SAB DE CV,MEX,2860
221499,2019,20191231,2694.0000,DK0010219153,ROCKWOOL INTERNATIONAL A/S,DNK,3290
221612,2019,20191231,248899.0000,NO0010063308,TELENOR ASA,NOR,4812
221616,2019,20191231,170672.0000,DE0005557508,DEUTSCHE TELEKOM,DEU,4813
221682,2019,20191231,29958900.0000,RU0009029540,SBERBANK OF RUSSIA OJSC,RUS,6020
221757,2019,20191231,13600084.4360,KR7010140002,SAMSUNG HEAVY INDUSTRIES CO,KOR,3730
221821,2019,20200331,2114045.0000,JP3734800000,NIDEC CORP,JPN,3621
221845,2019,20190930,14395.5000,GB00B2NGPM57,PARAGON BANKING GROUP,GBR,6162
221859,2019,20190630,371.9000,GB0007370074,RICARDO PLC,GBR,8711
221863,2019,20191231,14448.3640,BMG2154F1095,CHINA FOODS LTD,BMU,2000
221884,2019,20191231,20454.8050,FR0010040865,GECINA,FRA,6798
222049,2019,20191231,5112.6320,BE0003883031,CIE D'ENTREPRISES CFE,BEL,1600
222066,2019,20191231,50902806.0000,ID1000074008,HANJAYA MANDALA SAMPOERNA,IDN,2111
222111,2019,20191231,926011.0000,BRPETRACNPR6,PETROLEO BRASILEIRO SA- PETR,BRA,2911
222135,2019,20191231,994.1520,PTCOR0AE0006,CORTICEIRA AMORIM SGPS SA,PRT,2400
222139,2019,20191231,2300.6400,AT00000VIE62,FLUGHAFEN WIEN AG,AUT,4581
222169,2019,20191231,25167.9100,CLP7847L1080,EMPRESAS COPEC SA,CHL,5172
222186,2019,20191231,38591.7260,ES0167050915,ACTIVIDADES CONSTR Y SERVICI,ESP,1600
222199,2019,20191231,1778.1160,ES0130625512,ENCE ENERGIA & CELULOSA,ESP,2611
222202,2019,20190630,13299.1000,AU000000TAH8,TABCORP HOLDINGS LTD,AUS,7990
222207,2019,20191231,7466.0430,TW0001231009,LIAN HWA FOODS CORP,TWN,2000
222281,2019,20191231,1395.5000,GB0008085614,MORGAN SINDALL GROUP PLC,GBR,1540
222284,2019,20191231,25719.7620,FR0000064578,COVIVIO,FRA,6798
222286,2019,20191231,79784.0000,SE0005190238,TELE2 AB,SWE,4813
222301,2019,20190630,7633.8000,AU000000CWN6,CROWN RESORTS LTD,AUS,7990
222302,2019,20200331,7018.0000,GB00BYT1DJ19,INTERMEDIATE CAPITAL GROUP,GBR,6159
222307,2019,20191231,32877.0000,FR0000130452,EIFFAGE,FRA,1600
222309,2019,20191231,351958000.0000,ID1000122807,ASTRA INTERNATIONAL TBK (PT),IDN,9997
222332,2019,20200331,121675.5000,INE549A01026,HINDUSTAN CONSTRUCTION CO,IND,1600
222362,2019,20191231,155942.0000,SE0012454072,AVANZA BANK HOLDING AB,SWE,6211
222376,2019,20200331,3275257.0000,JP3659000008,WEST JAPAN RAILWAY CO,JPN,4100
222379,2019,20191231,27148.2000,FR0000121485,KERING,FRA,3100
222395,2019,20191231,3271.9000,NO0003921009,DNO ASA,NOR,1311
222398,2019,20200229,11062685.0000,JP3388200002,AEON CO LTD,JPN,5399
222504,2019,20191231,98985.0000,SE0000379190,CASTELLUM AB,SWE,6512
222601,2019,20191231,10725.0000,IT0001233417,A2A SPA,ITA,4911
222638,2019,20191231,40348.9240,BRTIMPACNOR1,TIM PARTICIPACOES SA,BRA,4812
223003,2019,20190630,12314.4000,AU000000CSL8,CSL LTD,AUS,2836
223036,2019,20190630,2604.0000,GB00BG11K365,REDROW PLC,GBR,1520
223038,2019,20191231,667279.6740,PHY8076N1120,SM PRIME HOLDINGS,PHL,6512
223060,2019,20200331,131821.0900,INE175A01038,JAIN IRRIGATION SYSTEMS LTD,IND,3523
223062,2019,20200331,4431727.1170,INE237A01028,KOTAK MAHINDRA BANK LTD,IND,6020
223084,2019,20200331,192800.1000,INE494B01023,TVS MOTOR CO LTD,IND,3751
223091,2019,20200331,232499.8700,INE438A01022,APOLLO TYRES LTD,IND,3011
223098,2019,20200331,232241.0000,INE089A01023,DR REDDY'S LABORATORIES LTD,IND,2834
223110,2019,20200331,23353.5620,INE164A01016,BALMER LAWRIE,IND,9997
223138,2019,20191231,20043105.1570,KR7011170008,LOTTE CHEMICAL CORP,KOR,2821
223142,2019,20191231,16333401.0000,KR7010950004,S-OIL CORP,KOR,2911
223148,2019,20200331,13772922.3230,INE090A01021,ICICI BANK LTD,IND,6020
223489,2019,20191231,2753.0000,JE00BJ1DLW90,MAN GROUP PLC,GBR,6282
223492,2019,20191231,118050.0000,SE0007100581,ASSA ABLOY AB,SWE,3442
223500,2019,20191231,20278.0000,IE00BWB8X525,PERMANENT TSB GROUP HLDGS,IRL,6020
223520,2019,20191231,5981.0000,FR0000131757,ERAMET,FRA,1000
223548,2019,20200331,607843.2000,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,IND,3510
223560,2019,20191231,2305.6000,GB00BF044593,CLS HOLDINGS PLC,GBR,6512
223911,2019,20200331,7535925.0000,JP3165650007,NTT DOCOMO INC,JPN,4812
224159,2019,20190831,6508.1320,CH0009002962,BARRY CALLEBAUT AG,CHE,2060
224810,2019,20191231,60348.7080,TW0002377009,MICRO-STAR INTERNATIONAL CO,TWN,3577
225016,2019,20190630,2111.2900,FR0000063935,BONDUELLE,FRA,2030
225136,2019,20191231,900229.0000,ZAE000070660,SANLAM-STH AFR NAT LIFE ASSR,ZAF,6311
225236,2019,20191231,9086.3540,DE0005089031,UNITED INTERNET AG,DEU,7370
225417,2019,20200331,207333.0000,JP3912700006,MUSASHI SEIMITSU INDUSTRY CO,JPN,3714
226082,2019,20200331,780714.0000,JP3635400009,TOYOTA BOSHOKU CORP,JPN,3714
226136,2019,20190630,15330.3000,AU000000ASX7,ASX LTD,AUS,6200
226744,2019,20190630,12532.6410,AU000000RHC8,RAMSAY HEALTH CARE LTD,AUS,8062
226899,2019,20190630,13356.0000,ZAE000028296,TRUWORTHS INTERNATIONAL LTD,ZAF,5600
226916,2019,20190630,2382.3220,AU000000BWP3,BWP TRUST,AUS,6798
227218,2019,20191231,2912.2510,BE0003678894,BEFIMMO SA,BEL,6798
227537,2019,20191231,64761.0000,GRS323003012,EUROBANK ERGASIAS SERVICES A,GRC,6020
227616,2019,20191231,12550.8000,BMG4593F1389,HISCOX LTD,BMU,6331
227916,2019,20190630,4954.0000,NZCENE0001S6,CONTACT ENERGY LTD,NZL,4931
228218,2019,20191231,2389.9780,CH0012280076,STRAUMANN HOLDING AG,CHE,3843
228418,2019,20191231,614626.9330,TW0002382009,QUANTA COMPUTER INC,TWN,3571
228856,2019,20190630,14771.0000,AU000000MGR9,MIRVAC GROUP,AUS,6798
228918,2019,20191231,3725.3000,CH0030170408,GEBERIT AG,CHE,3430
229436,2019,20190630,12282.0000,ZAE000111829,AVENG LTD,ZAF,1600
230638,2019,20191231,1641.6120,AT0000758305,PALFINGER AG,AUT,3530
231256,2019,20191231,195128.6340,TW0002912003,PRESIDENT CHAIN STORE CORP,TWN,5412
231397,2019,20191231,13841.0000,CH0013841017,LONZA GROUP AG,CHE,2800
231809,2019,20191231,5016.7000,GB0006928617,UNITE GROUP PLC,GBR,6510
231897,2019,20191031,1471.0000,GB00B1N7Z094,SAFESTORE HOLDINGS,GBR,6798
232085,2019,20191231,8149.4410,MYL6947OO005,DIGI.COM BHD,MYS,4812
232106,2019,20191231,35757.0000,DK0010287234,H LUNDBECK A/S,DNK,2834
232119,2019,20190831,5065.7770,SE0012141687,SKISTAR AB,SWE,7990
232317,2019,20190930,14601.0000,NL0011375019,STEINHOFF INV HOLDINGS NV,NLD,5712
233023,2019,20191231,717.1000,FR0000074148,ASSYSTEM SA,FRA,7373
233257,2019,20191231,8954.4160,IT0001207098,ACEA SPA,ITA,4931
233396,2019,20200331,438816.0000,JP3143900003,ITOCHU TECHNO-SOLUTIONS CORP,JPN,7370
233725,2019,20200331,458268.0000,JP3419050004,SEGA SAMMY HLDGS INC,JPN,3990
234079,2019,20191231,353.9000,GB00BYN59130,DOMINO'S PIZZA GROUP PLC,GBR,5812
234087,2019,20191231,2814.2000,FI0009007884,ELISA CORP,FIN,4812
234178,2019,20200430,5782.4000,SE0000584948,CLAS OHLSON AB,SWE,5399
