Ticker,description
MXIM,"Maxim Integrated Products, Inc. is engaged in designing, developing, manufacturing and marketing a range of linear and mixed-signal integrated circuits, referred to as analog circuits. The Company also provides a range of high-frequency process technologies and capabilities for use in custom designs. The Company caters to automotive, communications and data center, computing, consumer and industrial markets. It offers a range of products, such as switching regulators, battery management, isolated power, charge pumps, linear regulators, light emitting diode (LED) drivers, motor driver integrated circuits (ICs), monitors and sequencers, transceivers, controllers and expanders, level translators, signal line protection ICs, broadband switches, powerline communications, real-time clocks, embedded security, microcontrollers, 1-Wire, iButton, data loggers, clock generation and distribution, memory products, optical, signal integrity, high-speed signaling, and display power and control."
NDAQ,"Nasdaq, Inc. (Nasdaq) is a holding company. The Company is a provider of trading, clearing, exchange technology, regulatory, securities listing, information and public company services. It manages, operates and provides its products and services through four segments: Market Services, Corporate Services, Information Services and Market Technology. Its global offerings include trading and clearing across various asset classes, trade management services, data products, financial indexes, capital formation solutions, corporate solutions, and market technology products and services. Its technology markets across the globe, supporting equity derivative trading, clearing and settlement, cash equity trading, fixed income trading and various other functions. Its Market Services segment include its equity derivative trading and clearing, cash equity trading, fixed income clearing corporation and trade management services businesses. Its Corporate Solutions business serves corporate clients."
NFLX,"Netflix, Inc. is a provider of subscription streaming entertainment service. The Company has paid streaming memberships in over 190 countries and it allows members to watch a variety of television (TV) series, documentaries and feature films across a variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any Internet-connected screen. Members can play, pause and resume watching, without commercials. It offers a variety of streaming membership plans, the price of which varies by country and the features of the plan. Members can watch content from Netflix through any Internet-connected device, including televisions (TVs), digital video players, television set-top boxes and mobile devices. The Company acquires, licenses and produces content, including original programing."
NLOK,"NortonLifeLock Inc., formerly Symantec Corporation, is engaged in the consumer cyber safety business. The Company focuses on allowing customers to be productive and protected at home and at work. Its Norton-branded services provide multi-layer security and identity protection on desktop and mobile operating systems, to defend against online threats to individuals, families and small businesses. Norton products help customers protect against threats and address the need for identity protection, while also managing the increase in mobile and digital data, such as personal financial records, photos, music and videos. Its products include Norton AntiVirus Plus, Norton 360 Standard, Norton 360 Deluxe, Norton 360 with LifeLock Select, Norton 360 with LifeLock Advantage, Norton 360 with LifeLock Ultimate Plus, Norton Secure virtual private network (VPN), Norton Privacy Manager, Norton Family Premier, Norton Mobile Security for Android, Norton Utilities Premium and Norton Small Business."
NTAP,"NetApp, Inc. (NetApp) is a cloud-led, data-centric software company. The Company provides systems, software and cloud services that enable them to run their applications optimally from data center to cloud, whether they are developing in the cloud, moving to the cloud, or creating their own cloudlike experiences. It operates in one industry segment: the design, manufacturing, marketing, and technical support of storage and data management solutions. NetApp's public cloud services are delivered as cloud-based software and as Software-as-a-Service. The public cloud services portfolio is categorized into four solution areas: cloud storage, cloud controls, cloud services and analytics and cloud optimization. Its hybrid cloud solutions are a portfolio of offerings that deliver on-premises, private cloud, and hybrid cloud services, designed to operate with public cloud data services. Its portfolio is categorized into three solution areas: data storage, data protection and data management."
NTRS,"Northern Trust Corporation is a financial holding company. The Company provides wealth management, asset servicing, asset management and banking solutions to corporations, institutions, families and individuals. Its segments include Corporate & Institutional Services (C&IS) and Wealth Management. The C&IS segment is a provider of asset servicing and related services to corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, sovereign wealth funds, and other institutional investors around the globe. The Wealth Management segment provides trust, investment management, custody, and philanthropic services; financial consulting; guardianship and estate administration; family business consulting; family financial education; brokerage services; and private and business banking. The Company conducts business through various United States (U.S) and non-United States subsidiaries, including The Northern Trust Company (Bank)."
NVDA,"Nvidia Corporation is an artificial intelligence computing company. It operates through two segments: Graphics and Compute & Networking. Its Graphics segment includes GeForce graphics processing unit (GPU), the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; virtual graphics processing unit (vGPU) software for cloud-based visual and virtual computing; and automotive platforms for infotainment systems. Its Compute & Networking segment includes Data Center platforms and systems for artificial intelligence (AI), high-performance computing (HPC), and accelerated computing; Mellanox networking and interconnect solutions; automotive AI Cockpit, autonomous driving development agreements, and autonomous vehicle solutions; and Jetson for robotics and other embedded platforms. Its platforms address markets such as Gaming, Professional Visualization, Data Center, and Automotive."
NWL,"Newell Brands Inc. is a consumer goods company. The Company has a portfolio of brands, including Paper Mate, Sharpie, Dymo, EXPO, Parker, Elmer   s, Coleman, Marmot, Oster, Sunbeam, FoodSaver, Mr. Coffee, Graco, Baby Jogger, NUK, Calphalon, Rubbermaid, Contigo, First Alert and Yankee Candle. The Company operates under three segments: Food and Appliances (comprised of Appliances & Cookware and Food divisions), Home and Outdoor Living (comprised of Home Fragrance, Outdoor & Recreation and Connected Home & Security divisions), and Learning and Development (comprised of Writing and Baby & Parenting divisions)."
NWSA,"News Corp is a media and information services company. The Company has businesses across a range of media, including news and information services, subscription video services in Australia, book publishing and digital real estate services. Its segments include News and Information Services, Subscription Video Services, Book Publishing and Digital Real Estate Services. The News and Information Services segment includes its global print, digital and broadcast radio media platforms. Subscription Video Services segment provides video sports, entertainment and news services to pay-tv subscribers and other commercial licensees. Book Publishing segment consists of HarperCollins, a consumer book publisher with operations in approximately 17 countries and particular strengths in general fiction, nonfiction, children   s and religious publishing. Digital Real Estate Services segment consists of the Company   s interest in REA Group and interest in Move."
ODFL,"Old Dominion Freight Line, Inc. is a union-free motor carrier providing regional, inter-regional and national less-than-truckload (LTL) services. The Company's LTL services include ground and air expedited transportation for time-sensitive shipments, consumer household pickup and delivery and freight delivery services throughout North America. In addition to its LTL services, the Company offers a range of other value-added services that include container drayage, truckload brokerage, supply chain consulting and warehousing. As of December 31, 2016, the Company operated 226 service center locations, of which it owned 182 and leased 44. As of December 31, 2016, its network included 10 breakbulk facilities located in Rialto, California; Atlanta, Georgia; Columbus, Ohio; Indianapolis, Indiana; Greensboro, North Carolina; Harrisburg, Pennsylvania; Memphis and Morristown, Tennessee; Dallas, Texas, and Salt Lake City, Utah. As of December 31, 2016, the Company owned 7,994 tractors."
ORLY,"O'Reilly Automotive, Inc. is a specialty retailer of automotive aftermarket parts, tools, supplies, equipment and accessories in the United States. The Company sells its products to both do-it-yourself (DIY) and professional service provider customers. The Company's product line includes new and remanufactured automotive hard parts, such as alternators, starters, fuel pumps, water pumps, brake system components, batteries, belts, hoses, temperature control, chassis parts, driveline parts and engine parts; maintenance items, such as oil, antifreeze, fluids, filters, wiper blades, lighting, engine additives and appearance products, and accessories, such as floor mats, seat covers and truck accessories. The Company's stores offer various services and programs to its customers, such as used oil, oil filter and battery recycling; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; custom hydraulic hoses, and machine shops."
PAYX,"Paychex, Inc. is a provider of integrated human capital management (HCM) solutions for payroll, human resource (HR), retirement and insurance services for small- to medium-sized businesses in the United States. The Company also has operations in Germany. The Company offers services, including Payroll processing, Human Resource Services, and Accounting and Financial Services. As of May 31, 2016, the Company serviced approximately 605,000 payroll clients. It offers a portfolio of HCM services and products that allows its clients to meet their payroll and HR needs. Its payroll-related ancillary services and human resource service (HRS) offerings often leverage the information gathered in the base payroll processing service, allowing it to provide outsourcing services covering the HCM spectrum. The Company, through its HCM software-as-a-service platform, Paychex Flex, provides an integrated product suite that covers the employee life cycle from recruiting and hiring to retirement."
PBCT,"People's United Financial, Inc. is a bank holding company and a financial holding company of People's United Bank (the Bank). The Bank is engaged in providing commercial banking, retail banking and wealth management services to individual, corporate and municipal customers. The Company operates through two segments: Commercial Banking and Retail Banking. Commercial Banking segment is engaged in commercial real estate lending, commercial and industrial lending, and commercial deposit gathering activities. It offers cash management, correspondent banking, municipal banking, institutional trust services, corporate trust and private banking, among others. Retail Banking segment provides consumer lending (including residential mortgage and home equity lending) and consumer deposit gathering activities. The Retail Banking segment also includes brokerage, financial advisory services, investment management services and non-institutional trust services."
PCAR,"PACCAR Inc (PACCAR) is a technology company. The Company's segments include Truck, Parts and Financial Services. The Truck segment includes the design, manufacture and distribution of light-, medium- and heavy-duty commercial trucks. The Company's trucks are marketed under the Kenworth, Peterbilt and DAF nameplates. It also manufactures engines, primarily for use in the Company's trucks, at its facilities in Columbus, Mississippi; Eindhoven, the Netherlands, and Ponta Grossa, Brazil. The Parts segment includes the distribution of aftermarket parts for trucks and related commercial vehicles. The Financial Services segment includes finance and leasing products and services provided to customers and dealers. Its Other business includes the manufacturing and marketing of industrial winches. The Company operates in Australia and Brazil and sells trucks and parts to customers in Asia, Africa, Middle East and South America."
PEP,"PepsiCo, Inc. is a global food and beverage company. The Company's portfolio of brands includes Frito-Lay, Gatorade, Pepsi-Cola, Quaker and Tropicana. The Company operates through six segments: Frito-Lay North America (FLNA), Quaker Foods North America (QFNA), North America Beverages (NAB), Latin America, Europe Sub-Saharan Africa (ESSA), and Asia, Middle East and North Africa (AMENA). The FLNA segment includes its branded food and snack businesses in the United States and Canada. The QFNA segment includes its cereal, rice, pasta and other branded food businesses in the United States and Canada. The NAB segment includes its beverage businesses in the United States and Canada. The Latin America segment includes its beverage, food and snack businesses in Latin America. The ESSA segment includes its beverage, food and snack businesses in Europe and Sub-Saharan Africa. The AMENA segment includes its beverage, food and snack businesses in Asia, Middle East and North Africa."
PFG,"Principal Financial Group, Inc. is an investment management company. The Company offers a range of financial products and services, including retirement, asset management and insurance. Its segments include Retirement and Income Solutions; Principal Global Investors, Principal International; U.S. Insurance Solutions, and Corporate. The Company offers a portfolio of products and services for retirement savings and retirement income. The Company's Principal Global Investors segment manages assets for investors around the world. The Company offers pension accumulation products and services, mutual funds, asset management, income annuities and life insurance accumulation products. The Company's U.S. Insurance Solutions segment provides group and individual insurance solutions. It focuses on small and medium-sized businesses, providing a range of retirement and employee benefit solutions, and individual insurance solutions to meet the needs of the business owners and their employees."
POOL,"Pool Corporation is a distributor of swimming pool supplies, equipment and related leisure products. The Company is a distributor of irrigation and landscape products in the United States. As of December 31, 2016, the Company operated 344 sales centers in North America, Europe, South America and Australia, through its four distribution networks, including SCP Distributors (SCP), Superior Pool Products (Superior), Horizon Distributors (Horizon) and National Pool Tile (NPT). The Company's customers include swimming pool remodelers and builders; specialty retailers that sell swimming pool supplies; swimming pool repair and service businesses; irrigation construction and landscape maintenance contractors, and golf courses and other commercial customers. Its products include pool equipment and components for pool construction and the remodeling of existing pools, and irrigation and landscape products. Its products also include other pool construction and recreational products."
PYPL,"PayPal Holdings, Inc. is a technology platform and digital payments company that enables digital and mobile payments on behalf of consumers and merchants. The Company's combined payment solutions, including its PayPal, PayPal Credit, Braintree, Venmo, Xoom, iZettle, and Hyperwallet products and services, comprise its Payments Platform. It operates a two-sided network that links its customers around the globe to facilitate the processing of payment transactions, allowing it to connect merchants and consumers. The Company allows its customers to use their account for both purchase and paying for goods, as well as to transfer and withdraw funds. It enables consumers to exchange funds with merchants using funding sources, which include bank account, PayPal account balance, PayPal Credit account, credit and debit card or other stored value products. The Company also offers consumers person-to-person (P2P) payment solutions through its PayPal Website and mobile application, Venmo and Xoom."
QCOM,"Qualcomm Incorporated is a wireless technology company. The Company is engaged in the development, launch and expansion of technologies like fifth-generation (5G). The Company operates through three segments: QCT (Qualcomm CDMA Technologies) segment, QTL (Qualcomm Technology Licensing) segment and QSI (Qualcomm Strategic Initiatives) segment. It is specialized in offering third-generation (3G), fourth-generation (4G) wireless technologies and 5G wireless technologies. Its offered technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices and other connected devices. Its technologies and products are also used in industry segments and applications beyond mobile, including automotive, computing, Internet of Things (IoT) and networking."
QRVO,"Qorvo, Inc. is a provider of technologies and radio frequency (RF) solutions for mobile, infrastructure and defense and aerospace applications. The Company designs, develops, manufactures and markets its products to the United States and international original equipment manufacturers (OEMs) and original design manufacturers (ODMs). Its segments include Mobile Products (MP) and Infrastructure and Defense Products (IDP). The MP segment is a supplier of radio frequency (RF) solutions that perform various functions in the cellular radio front end section of smartphones and other cellular devices. The IDP segment is a supplier of RF solutions that support various global applications, including ubiquitous high-speed network connectivity to the cloud, data center communications, Internet connectivity throughout the home and workplace, and upgraded military capabilities across the globe. It operates design, sales and manufacturing facilities located throughout Asia, Europe and North America."
REG,"Regency Centers Corporation is a real estate investment trust (REIT). The Company is the general partner of Regency Centers, L.P. (the Operating Partnership). The Company is engaged in the ownership, management, leasing, acquisition and development of retail shopping centers through the Operating Partnership. The Company's properties include Palm Valley Marketplace, Shops at Arizona, Amerige Heights Town Center, Clayton Valley Shopping Center, Five Points Shopping Center, French Valley Village Center, Hasley Canyon Village, Pleasant Hill Shopping Center, Snell & Branham Plaza, Applewood Shopping Center, Kent Place, Black Rock, Spring Valley Shopping Center and Pebblebrook Plaza. As of December 31, 2016, the Company owned all of the Preferred Units of the Operating Partnership and approximately 99.9% of the Units in the Operating Partnership. The Company owns interest in approximately 412 properties."
REGN,"Regeneron Pharmaceuticals, Inc. is a biopharmaceutical company that discovers, invents, develops, manufactures and commercializes medicines for the treatment of serious medical conditions. The Company commercializes medicines for eye diseases, high low-density lipoprotein (LDL) cholesterol, and an inflammatory condition and have product candidates in development in other areas, including rheumatoid arthritis, asthma, atopic dermatitis, pain, cancer, and infectious diseases. The Company's marketed products include EYLEA (aflibercept) Injection, Praluent (alirocumab) Injection, ARCALYST (rilonacept) Injection for Subcutaneous Use, Kevzara (sarilumab) Solution for Subcutaneous Injection and ZALTRAP (ziv-aflibercept) Injection for Intravenous Infusion. As of December 31, 2016, the Company had 16 product candidates in clinical development, which consisted of a Trap-based clinical program and 15 fully human monoclonal antibody product candidates."
ROST,"Ross Stores, Inc. and its subsidiaries operate two brands of off-price retail apparel and home fashion stores-Ross Dress for Less (Ross) and dd's DISCOUNTS. The Company is the off-price apparel and home fashion chain in the United States, with 1,340 locations in 36 states, the District of Columbia and Guam, as of January 28, 2017. The Company offers in-season, name brand and designer apparel, accessories, footwear, and home fashions for the entire family at savings of 20% to 60% off department and specialty store regular prices every day. The Company also operated 193 dd's DISCOUNTS stores in 15 states as of January 28, 2017. As of January 28, 2017, the Company operated a total of 1,533 stores consisted of 1,340 Ross stores and 193 dd's DISCOUNTS stores. As of January 28, 2017, the Company owned and operated six distribution processing facilities-three in California, one in Pennsylvania, and two in South Carolina."
SBAC,"SBA Communications Corporation is an independent owner and operator of wireless communications tower structures, rooftops and other structures that support antennas used for wireless communications. The Company's operating segments include site leasing and site development. The site leasing business includes segments, domestic site leasing and international site leasing. The Company's primary business line is its site leasing business. In its site leasing business, the Company leases antenna space to wireless service providers on towers that it owns or operates, and manages rooftop and tower sites for property owners under various contractual arrangements. The Company owns approximately 25,460 towers. It also manages or leases approximately 5,500 actual or potential towers. The Company's other business line is its site development business, through which it assists wireless service providers in developing and maintaining their own wireless service networks."
SBUX,"Starbucks Corp is a roaster, marketer and retailer of specialty coffee with operations in approximately 83 markets around the world. The Company has over 32,660 Company-operated and licensed stores. It operates through three segments: Americas, which includes the United States, Canada and Latin America; International, which includes China, Japan, Asia Pacific, Europe, the Middle East and Africa; and Channel Development. Americas and International operations sell coffee and other beverages, complementary food, packaged coffees, single-serve coffee products and a focused selection of merchandise through Company-operated stores and licensed stores. Channel Development segment is engaged in sale of packaged coffee, tea and ready-to-drink beverages to customers outside of its Company-operated and licensed stores. The Company also sells goods and services under various brands, including Teavana, Seattle   s Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve and Princi."
SIVB,"SVB Financial Group is a financial services company, as well as a bank holding and a financial holding company. The Company's segments include Global Commercial Bank, SVB Private Bank and SVB Capital. The Global Commercial Bank segment consists of the operations of its Commercial Bank, and of SVB Wine, SVB Analytics and its Debt Fund Investments. SVB Private Bank is the private banking division of the Bank, which provides a range of personal financial solutions for consumers. SVB Capital is the venture capital investment arm of SVB Financial Group, which focuses primarily on funds management. The Company, through its subsidiaries and divisions, offers a range of banking and financial products and services to clients across the United States. It offers services in the technology, life science/healthcare, private equity/venture capital and wine industries. The Bank and its subsidiaries, also offer asset management, private wealth management, brokerage and other investment services."
SNPS,"Synopsys, Inc. provides software products and services. The Company supplies the electronic design automation (EDA) software that engineers use to design and test integrated circuits (ICs), also known as chips. The Company also offer semiconductor intellectual property (IP) products, which are pre-designed circuits that engineers use as components of chip designs rather than designing those circuits themselves. It provides software and hardware used to develop the electronic systems that incorporate chips and the software that runs on them. It provides technical services and support to help its customers develop advanced chips and electronic systems. It is also a provider of software tools and services electronics, financial services, automotive, medicine, energy and industrials."
STX,"Seagate Technology public limited company is a provider of electronic data storage technology and solutions. The Company's principal products are hard disk drives (HDDs). In addition to HDDs, it produces a range of electronic data storage products, including solid state hybrid drives, solid state drives, peripheral component interconnect express (PCIe) cards and serial advanced technology architecture (SATA) controllers. Its storage technology portfolio also includes storage subsystems and high performance computing solutions. Its products are designed for applications in enterprise servers and storage systems, client compute applications and client non-compute applications. It designs, fabricates and assembles various components found in its disk drives, including read/write heads and recording media. Its design and manufacturing operations are based on technology platforms that are used to produce various disk drive products that serve multiple data storage applications and markets."
SWKS,"Skyworks Solutions Inc. designs, develops, manufactures and markets semiconductor products, including intellectual property. The Company's analog semiconductors are connecting people, places, and things, spanning a number of new and unimagined applications within the automotive, broadband, cellular infrastructure, connected home, industrial, medical, military, smartphone, tablet and wearable markets. Its geographical segments include the United States, Other Americas, China, Taiwan, South Korea, Other Asia-Pacific, Europe, Middle East and Africa. It operates throughout the world with engineering, manufacturing, sales and service facilities throughout Asia, Europe and North America. It is engaged with key original equipment manufacturers (OEM), smartphone providers and baseband reference design partners. Its product portfolio consists of various solutions, including amplifiers, attenuators, detectors, diodes, filters, front-end modules, hybrid, mixers, switches, and modulators."
TER,"Teradyne, Inc. supplies automation equipment for test and industrial applications. The Company designs, develops, manufactures and sells automatic test systems used to test semiconductors, wireless products, data storage and complex electronics systems in the consumer electronics, wireless, automotive, industrial, communications, and aerospace and defense industries. Its segments include Semiconductor Test, which includes operations related to the design, manufacturing and marketing of semiconductor test products and services; System Test, which includes operations related to the design, manufacturing and marketing of products and services for defense/aerospace instrumentation test, storage test and circuit-board test; Wireless Test, which includes operations related to the design, manufacturing and marketing of wireless test products and services, and Industrial Automation, which includes operations related to the design, manufacturing and marketing of collaborative robots."
TMUS,"T-Mobile US, Inc. is engaged in providing wireless communications services. The Company provide wireless services to postpaid, prepaid and wholesale customers. It also provides wireless communications services to these customers, as well as a selection of wireless devices and accessories. It provides service, devices and accessories across its flagship brands, T-Mobile, Metro by T-Mobile and Sprint, through its owned and operated retail stores, as well as through its Websites, T-Mobile app and customer care channels. In addition, the Company sells devices to dealers and other third-party distributors for resale through independent third-party retail outlets and a variety of third-party Websites."
TRMB,"Trimble Inc. is engaged in providing technology solutions that enable professionals and field mobile workers to transform their work processes. The Company   s solutions are used across a range of industries, including agriculture, architecture, civil engineering, survey and land administration, construction, geospatial, government, natural resources, transportation and utilities. The Company's business segments include Building and Infrastructure, Geospatial, Resource and utilities and Transportation. The Buildings and Infrastructure segment serves customers working in architecture, engineering, construction and operations and maintenance. The Geospatial segment primarily serves customers working in surveying, engineering, government and land management. The Resources and Utilities segment serves customers working in agriculture, forestry, and utilities. The Transportation segment serves customers working in transportation."
TROW,"T. Rowe Price Group, Inc. is a financial services holding company. The Company provides global investment management services through its subsidiaries to investors across the world. The Company provides an array of Company sponsored the United States mutual funds, other sponsored pooled investment vehicles, sub advisory services, separate account management, recordkeeping, and related services to individuals, advisors, institutions, financial intermediaries and retirement plan sponsors. The Company distributes its products in countries located within three geographical regions: North America, Europe Middle East and Africa (EMEA), and Asia Pacific (APAC). It also offers specialized advisory services, including management of stable value investment contracts and a distribution management service for the disposition of equity securities its clients receive from third-party venture capital investment pools. As of December 31, 2016, it serviced clients in 45 countries across the world."
TSCO,"Tractor Supply Company is an operator of rural lifestyle retail stores in the United States. The Company is focused on supplying the needs of recreational farmers and ranchers and others, as well as tradesmen and small businesses. It is engaged in the retail sale of products that support the rural lifestyle. The Company operates retail stores under the names Tractor Supply Company, Del's Feed & Farm Supply and Petsense, and operates Websites under the names TractorSupply.com and Petsense.com. The Company's selection of merchandise consists of various product categories, including equine, livestock, pet and small animal products; hardware, truck, towing and tool products; seasonal products, including heating, lawn and garden items, power equipment, gifts and toys; work/recreational clothing and footwear, and maintenance products for agricultural and rural use. Its brands include 4health, JobSmart, Bit & Bridle, Paws & Claws, Blue Mountain, Redstone, Dumor, Equistages and Royal Wing."
TSLA,"Tesla, Inc. designs, develops, manufactures, sells and lease electric vehicles and energy generation and storage systems, and offer services related to its sustainable energy products. The Company's segments include automotive, and energy generation and storage. The automotive segment includes the design, development, manufacturing, sales and leasing of electric vehicles as well as sales of automotive regulatory credits. The energy generation and storage segment include the design, manufacture, installation, sales and leasing of solar energy systems and energy storage products, services related to its products, and sales of solar energy system incentives. Its automotive products include Model 3, Model Y, Model S and Model X. Model 3 is a four-door sedan. Model Y is a sport utility vehicle (SUV) built on the Model 3 platform. Model S is a four-door sedan. Model X is an SUV. Its energy storage products include Powerwall, Powerpack and Megapack."
TTWO,"Take-Two Interactive Software, Inc. is a developer, publisher and marketer of entertainment for consumers around the world. The Company develops and publishes products through its labels, Rockstar Games and 2K. It operates through publishing segment. It has a portfolio of software content for the hardware platforms in a range of genres, including action, adventure, family/casual, racing, role-playing, shooter, sports and strategy, which it distributes across the world. The Company's products are designed for console gaming systems, such as PlayStation 3 and PlayStation 4; Xbox 360 and Xbox One, and personal computers, including smartphones and tablets. Rockstar Games is the developer and publisher of Grand Theft Auto, as well as other franchises, including L.A. Noire, Max Payne, Midnight Club and Red Dead. 2K publishes owned and licensed titles across a range of genres. It has internal development studios in Canada, China, Czech Republic, the United Kingdom and the United States."
TXN,"Texas Instruments Incorporated designs, makes and sells semiconductors to electronics designers and manufacturers across the world. The Company operates through segments such as Analog and Embedded Processing. The Company's Analog segment's product lines includes Power and Signal Chain. Power includes products that help customers manage power in electronic systems in all end markets. Signal Chain includes products that sense, condition and measure signals to allow information to be transferred or converted for processing and control. Its Embedded Processing segment includes microcontrollers, digital signal processors (DSPs) and applications processors. Microcontrollers are systems with a processor core, memory and peripherals that are designed to control a set of tasks for electronic equipment. DSPs perform mathematical computations to process digital data. Applications processors are designed for computing activity."
UAL,"United Airlines Holdings Inc., formerly United Continental Holdings, Inc., is a holding company and its principal, wholly-owned subsidiary is United Airlines, Inc. (United). The Company transports people and cargo throughout North America and to destinations in Asia, Europe, the Middle East and Latin America. Through United and its regional carriers, it operates across six continents, with hubs at Newark Liberty International Airport (Newark), Chicago O'Hare International Airport (Chicago O'Hare), Denver International Airport (Denver), George Bush Intercontinental Airport (Houston Bush), Los Angeles International Airport (LAX), A.B. Won Pat International Airport (Guam), San Francisco International Airport (SFO) and Washington Dulles International Airport (Washington Dulles). It has contractual relationships with various regional carriers to provide regional aircraft service branded as United Express."
ULTA,"Ulta Beauty, Inc. is a holding company for the Ulta Beauty group of companies. The Company is a beauty retailer. The Company offers cosmetics, fragrance, skin, hair care products and salon services. The Company offers approximately 20,000 products from over 500 beauty brands across all categories, including the Company   s own private label. The Company also offers a full-service salon in every store featuring hair, skin and brow services. The Company operates approximately 970 retail stores across over 48 states and the District of Columbia and also distributes its products through its Website, which includes a collection of tips, tutorials and social content. The Company offers makeup products, such as foundation, face powder, concealer, color correcting, face primer, blush, bronzer, contouring, highlighter, setting spray, shampoos, conditioners, hair styling products, hair styling tools and perfumes. The Company also offers makeup brushes and tools, and makeup bags and cases."
VIAC,"ViacomCBS Inc., formerly CBS Corp, is a global media and entertainment company. The Company is focused on creating premium content and experiences for audiences worldwide. It operates through various brands, including CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, CBS All Access, Pluto TV and Simon & Schuster, among others. It also offers production, distribution and advertising solutions for partners across five continents. BET is the primary channel of BET Networks, that provides entertainment, music, news and public affairs television programming for the African-American audience. CBS Sports brand is a broadcaster of television sports. Its Paramount Pictures brand is a producer and global distributor of filmed entertainment. Its CBS Television Studios is a supplier of programming with more than 70 series in production across broadcast and cable networks, streaming services and other platforms. Its brands also include Bellator MMA and COLORS."
VRSK,"Verisk Analytics, Inc. is a data analytics provider serving customers in insurance, natural resources and financial services. The Company operates through two segments: Risk Assessment and Decision Analytics. Its Risk Assessment segment serves its property and casualty insurance customers and focuses on prediction of loss, selection and pricing of risk, and compliance with their reporting requirements in each United States state in which they operate. In the Decision Analytics segment, the Company develops predictive models to forecast scenarios and produce both standard and customized analytics that help its customers manage their businesses, including predicting loss, selecting and pricing risk, detecting fraud before and after a loss event, and quantifying losses. It offers predictive analytics and decision support solutions to customers in rating, underwriting, claims, catastrophe and weather risk, natural resources intelligence, economic forecasting and various other fields."
VRSN,"VeriSign, Inc. is a global provider of domain name registry services and Internet infrastructure. The Company enables the security, stability, and resiliency of key Internet infrastructure and services, including providing root zone maintainer services, operating two global Internet root servers, and providing registration services and authoritative resolution for the .com and .net top-level domains (TLDs), which supports the majority of global electronic-commerce. It operates the authoritative directory and the back-end systems for all .com, .net, .cc, .tv, .gov, .jobs, .edu and .name domain names, among others. The Company's services allow individuals and organizations to establish their online identities, while providing the secure, always-on access they need to communicate and transact reliably with online audiences. It also provides internationalized domain name (IDN) services that enable Internet users to access domain names in characters representing their local language."
VRTX,"Vertex Pharmaceuticals Incorporated is engaged in discovering, developing, manufacturing and commercializing medicines for serious diseases. The Company is focused on developing and commercializing therapies for the treatment of cystic fibrosis (CF) and advancing its research and development programs in other indications. The Company's marketed medicines are ORKAMBI and KALYDECO. ORKAMBI (lumacaftor in combination with ivacaftor) is approved as a treatment for patients having two copies (homozygous) of the Delta-F508 (F508del) mutation in their cystic fibrosis transmembrane conductance regulator (CFTR) gene. KALYDECO (ivacaftor) is approved for the treatment of CF patients having the G551D mutation or other specified mutations in their CFTR gene. The Company's development programs in the field of CF include Tezacaftor (VX-661), VX-152, VX-440, VX-659, VX-445 and VX-371. VX-152, VX-440, VX-659 and VX-445 are CFTR corrector compounds."
WBA,"Walgreens Boots Alliance, Inc. is a holding company. The Company operates through three segments: Retail Pharmacy USA, Retail Pharmacy International and Pharmaceutical Wholesale. The Retail Pharmacy USA segment consists of the Walgreen Co. (Walgreens) business, which includes the operation of retail drugstores, care clinics and providing specialty pharmacy services. The Retail Pharmacy International segment consists primarily of the pharmacy-led health and beauty retail businesses and optical practices. The Pharmaceutical Wholesale segment consists of equity method investment in AmerisourceBergen. The Company's portfolio of retail and business brands includes Walgreens, Duane Reade, Boots, as well as global health and beauty product brands, including No7, NICE!, Soap & Glory, Liz Earle, Finest Nutrition, Botanics, Well Beginnings, Sleek MakeUP and YourGoodSkin."
WDC,"Western Digital Corporation (Western Digital) is a developer, manufacturer and provider of data storage devices and solutions that address the needs of the information technology (IT) industry and the infrastructure that enables the proliferation of data in virtually every industry. The Company's portfolio of offerings addresses three categories: Datacenter Devices and Solutions (capacity and performance enterprise hard disk drives (HDDs), enterprise solid state drives (SSDs), datacenter software and system solutions); Client Devices (mobile, desktop, gaming and digital video hard drives, client SSDs, embedded products and wafers), and Client Solutions (removable products, hard drive content solutions and flash content solutions). The Company develops and manufactures a portion of the recording heads and magnetic media used in its hard drive products."
WLTW,"Willis Towers Watson Public Limited Company (Willis Towers Watson) is a holding company. The Company operates as a global advisory, broking and solutions company. It is engaged in offering risk management, insurance broking, consulting, technology and solutions, and private exchanges. The Company operates through eight segments: Willis International; Willis North America; Willis Capital, Wholesale & Reinsurance (CWR); Willis GB; Towers Watson Benefits; Towers Watson Exchange Solutions; Towers Watson Risk and Financial Services; and Towers Watson Talent and Rewards. The Willis GB segment comprises four business units: Property and Casualty, Transport, Financial Lines and Retail Networks. The Willis Capital Wholesale and Reinsurance segment includes Willis Re; Willis Capital Markets & Advisory; Willis' wholesale business, and Willis Portfolio Underwriting Services. The Willis North America segment provides risk management, insurance brokerage and related risk services."
