Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,industry_avg_year,Industry_indicator_year,Environmental_Growth
2019,HUNTINGTON BANCSHARES INCORPORATED,United States,"Financial intermediation, except insurance and pension funding (65)",-0.39%,-0.0039000000000000003,-0.03775423497267761,1,-0.045716580310880835,1,-23.529411764705888
2016,HUNTSMAN CORPORATION,United States,Petroleum Refinery,-26.09%,-0.2609,-0.33520405405405407,1,-0.2585571428571429,-1,
2018,HUNTSMAN CORPORATION,United States,Petroleum Refinery,-12.02%,-0.1202,-0.33520405405405407,1,-0.3282299999999999,1,-53.92870831736298
2019,HUNTSMAN CORPORATION,United States,Petroleum Refinery,-15.21%,-0.1521,-0.33520405405405407,1,-0.329055,1,26.53910149750416
2016,HUSKY ENERGY INC.,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-40.58%,-0.4058,-0.22163392070484583,-1,-0.2618936170212766,-1,
2017,HUSKY ENERGY INC.,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-26.82%,-0.2682,-0.22163392070484583,-1,-0.2079426229508196,-1,-33.90832922621981
2018,HUSKY ENERGY INC.,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-24.95%,-0.2495,-0.22163392070484583,-1,-0.22891864406779663,-1,-6.972408650260997
2019,HUSKY ENERGY INC.,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-24.89%,-0.2489,-0.22163392070484583,-1,-0.19685333333333332,-1,-0.24048096192383905
2016,HUSQVARNA,Sweden,Manufacture of office machinery and computers (30),-1.16%,-0.0116,-0.02394920634920634,1,-0.024113333333333327,1,
2017,HUSQVARNA,Sweden,Manufacture of office machinery and computers (30),-0.76%,-0.0076,-0.02394920634920634,1,-0.02725384615384615,1,-34.482758620689644
2018,HUSQVARNA,Sweden,Manufacture of office machinery and computers (30),-0.55%,-0.0055000000000000005,-0.02394920634920634,1,-0.02355454545454545,1,-27.631578947368418
2019,HUSQVARNA,Sweden,Manufacture of office machinery and computers (30),-0.54%,-0.0054,-0.02394920634920634,1,-0.020577083333333336,1,-1.8181818181818188
2017,HUTCHISON TELECOM HONG KONG HOLDINGS LIMITED,Hong Kong,Post and telecommunications (64),-2.53%,-0.0253,-0.023313953488372105,-1,-0.02251805555555556,-1,
2018,HUTCHISON TELECOM HONG KONG HOLDINGS LIMITED,Hong Kong,Post and telecommunications (64),-1.94%,-0.0194,-0.023313953488372105,1,-0.024846874999999997,1,-23.320158102766797
2019,HUTCHISON TELECOM HONG KONG HOLDINGS LIMITED,Hong Kong,Post and telecommunications (64),-2.58%,-0.0258,-0.023313953488372105,-1,-0.022780597014925373,-1,32.98969072164948
2016,HYATT HOTELS CORPORATION,United States,Other service activities (93),-22.59%,-0.2259,-0.06545776892430274,-1,-0.04653773584905659,-1,
2017,HYATT HOTELS CORPORATION,United States,Other service activities (93),-21.43%,-0.2143,-0.06545776892430274,-1,-0.09615714285714286,-1,-5.13501549358123
2018,HYATT HOTELS CORPORATION,United States,Other service activities (93),-24.65%,-0.2465,-0.06545776892430274,-1,-0.07377714285714285,-1,15.025664955669615
2019,HYOSUNG CORPORATION,South Korea,Activities of membership organisation n.e.c. (91),-66.10%,-0.6609999999999999,-0.24436759259259264,-1,-0.2567242424242424,-1,
2016,HYPERA SA,Brazil,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.67%,-0.0067,-0.03264869888475839,1,-0.027696000000000002,1,
2017,HYPERA SA,Brazil,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.65%,-0.006500000000000001,-0.03264869888475839,1,-0.027048684210526315,1,-2.985074626865669
2016,HYPROP INVESTMENTS LIMITED,South Africa,"Financial intermediation, except insurance and pension funding (65)",-13.12%,-0.13119999999999998,-0.03775423497267761,-1,-0.0403921568627451,-1,
2017,HYPROP INVESTMENTS LIMITED,South Africa,"Financial intermediation, except insurance and pension funding (65)",-15.12%,-0.1512,-0.03775423497267761,-1,-0.030693650793650797,-1,15.243902439024403
2018,HYPROP INVESTMENTS LIMITED,South Africa,"Financial intermediation, except insurance and pension funding (65)",-14.14%,-0.1414,-0.03775423497267761,-1,-0.03467868020304568,-1,-6.481481481481488
2019,HYPROP INVESTMENTS LIMITED,South Africa,"Financial intermediation, except insurance and pension funding (65)",-7.85%,-0.0785,-0.03775423497267761,-1,-0.045716580310880835,-1,-44.48373408769448
2016,HYSAN DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-3.78%,-0.0378,-0.08544903581267221,1,-0.0793225352112676,1,
2017,HYSAN DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-3.78%,-0.0378,-0.08544903581267221,1,-0.1103515789473684,1,0.0
2018,HYSAN DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-3.67%,-0.036699999999999997,-0.08544903581267221,1,-0.07372857142857143,1,-2.910052910052918
2019,HYSAN DEVELOPMENT COMPANY LIMITED,Hong Kong,Real estate activities (70),-2.94%,-0.0294,-0.08544903581267221,1,-0.07754848484848485,1,-19.891008174386915
2016,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-1.16%,-0.0116,-0.03451487889273353,1,-0.026861016949152543,1,
2017,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-1.13%,-0.0113,-0.03451487889273353,1,-0.028975949367088614,1,-2.5862068965517238
2018,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-1.11%,-0.0111,-0.03451487889273353,1,-0.03901012658227848,1,-1.7699115044247704
2019,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-1.06%,-0.0106,-0.03451487889273353,1,-0.041931944444444445,1,-4.504504504504503
2016,HYUNDAI MOTOR CO,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-1.08%,-0.0108,-0.009396621621621632,-1,-0.01103448275862069,1,
2017,HYUNDAI MOTOR CO,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.95%,-0.0095,-0.009396621621621632,-1,-0.006881081081081083,-1,-12.037037037037045
2018,HYUNDAI MOTOR CO,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-1.05%,-0.0105,-0.009396621621621632,-1,-0.009347619047619047,-1,10.526315789473696
2019,HYUNDAI MOTOR CO,South Korea,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.98%,-0.0098,-0.009396621621621632,-1,-0.0105875,1,-6.666666666666677
2016,HYUNDAI STEEL CO,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-48.55%,-0.4855,-0.6345249999999999,1,-0.611925,1,
2017,HYUNDAI STEEL CO,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-39.84%,-0.39840000000000003,-0.6345249999999999,1,-0.6539750000000001,1,-17.94026776519052
2018,HYUNDAI STEEL CO,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-44.22%,-0.4422,-0.6345249999999999,1,-0.6451250000000001,1,10.993975903614439
2019,HYUNDAI STEEL CO,South Korea,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-46.07%,-0.4607,-0.6345249999999999,1,-0.627075,1,4.183627317955674
2019,Haidilao International Holding Ltd.,China,Other service activities (93),-7.05%,-0.0705,-0.06545776892430274,-1,-0.042170769230769234,-1,
2019,Hammerson plc,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-9.97%,-0.09970000000000001,-0.03775423497267761,-1,-0.045716580310880835,-1,
2019,"Hanssem Co., Ltd.",South Korea,Manufacture of furniture; manufacturing n.e.c. (36),-0.36%,-0.0036,-0.03003333333333334,1,-0.024000000000000004,1,
2019,"Hanwha Investment & Securities Co., Ltd.",South Korea,"Financial intermediation, except insurance and pension funding (65)",-0.33%,-0.0033,-0.03775423497267761,1,-0.045716580310880835,1,
2019,Harsco Corporation,United States,Real estate activities (70),-6.22%,-0.0622,-0.08544903581267221,1,-0.07754848484848485,1,
2019,"Hisense Home Appliances Group Co., Ltd.",China,Manufacture of office machinery and computers (30),-1.35%,-0.013500000000000002,-0.02394920634920634,1,-0.020577083333333336,1,
2019,Hrvatski Telekom d.d.,Croatia,Post and telecommunications (64),-0.41%,-0.0040999999999999995,-0.023313953488372105,1,-0.022780597014925373,1,
2019,"Hunya Foods Co., Ltd.",Taiwan,Processing of Food products nec,-5.18%,-0.0518,-0.07030078125,1,-0.0726746835443038,1,
2017,IAMGOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,11.33%,0.1133,-0.33089907407407393,1,-0.2955133333333333,1,
2018,IAMGOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-8.69%,-0.08689999999999999,-0.33089907407407393,1,-0.3215615384615385,1,-176.6990291262136
2019,IAMGOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-12.03%,-0.12029999999999999,-0.33089907407407393,1,-0.3519,1,38.43498273878021
2016,IBIDEN CO LTD,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-8.91%,-0.0891,-0.07275014749262533,-1,-0.071075,-1,
2017,IBIDEN CO LTD,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-10.09%,-0.1009,-0.07275014749262533,-1,-0.06829375,-1,13.243546576879917
2018,IBIDEN CO LTD,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-9.50%,-0.095,-0.07275014749262533,-1,-0.07681176470588234,-1,-5.847373637264619
2019,IBIDEN CO LTD,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-9.58%,-0.0958,-0.07275014749262533,-1,-0.07511279069767442,-1,0.8421052631578885
2016,ICI PAKISTAN LIMITED,Pakistan,Petroleum Refinery,-38.53%,-0.38530000000000003,-0.33520405405405407,-1,-0.2585571428571429,-1,
2017,"IDACORP, INC.",United States,Production of electricity nec,-94.50%,-0.945,-0.8216312169312165,-1,-0.8533851063829788,-1,
2018,"IDACORP, INC.",United States,Production of electricity nec,-92.10%,-0.9209999999999999,-0.8216312169312165,-1,-0.7868488888888889,-1,-2.5396825396825418
2019,"IDACORP, INC.",United States,Production of electricity nec,-87.22%,-0.8722,-0.8216312169312165,-1,-0.7941714285714284,-1,-5.298588490770895
2016,"IDEMITSU KOSAN CO.,LTD",Japan,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-2.65%,-0.0265,-0.15736097560975612,1,-0.22999999999999998,1,
2017,"IDEMITSU KOSAN CO.,LTD",Japan,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-2.73%,-0.0273,-0.15736097560975612,1,-0.14528000000000002,1,3.018867924528301
2018,"IDEMITSU KOSAN CO.,LTD",Japan,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-2.50%,-0.025,-0.15736097560975612,1,-0.1268272727272727,1,-8.424908424908429
2018,IDORSIA LTD,Switzerland,Research and development (73),-0.54%,-0.0054,-0.030478688524590156,1,-0.02779333333333333,1,
2019,IDORSIA LTD,Switzerland,Research and development (73),-0.56%,-0.005600000000000001,-0.030478688524590156,1,-0.026533333333333332,1,3.70370370370372
2016,IFG GROUP PLC,Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.03%,-0.0003,-0.03775423497267761,1,-0.0403921568627451,1,
2017,IFG GROUP PLC,Ireland,"Financial intermediation, except insurance and pension funding (65)",-0.04%,-0.0004,-0.03775423497267761,1,-0.030693650793650797,1,33.33333333333335
2016,IG GROUP HOLDINGS PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.22%,-0.0022,-0.03775423497267761,1,-0.0403921568627451,1,
2017,IG GROUP HOLDINGS PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.16%,-0.0016,-0.03775423497267761,1,-0.030693650793650797,1,-27.27272727272727
2018,IG GROUP HOLDINGS PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.12%,-0.0012,-0.03775423497267761,1,-0.03467868020304568,1,-25.00000000000001
2019,IG GROUP HOLDINGS PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.15%,-0.0015,-0.03775423497267761,1,-0.045716580310880835,1,25.00000000000002
2016,IHI CORPORATION,Japan,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.75%,-0.0075,-0.038829032258064534,1,-0.03357441860465116,1,
2017,IHI CORPORATION,Japan,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.73%,-0.0073,-0.038829032258064534,1,-0.031972549019607846,1,-2.6666666666666616
2018,IHI CORPORATION,Japan,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.69%,-0.0069,-0.038829032258064534,1,-0.05099999999999999,1,-5.47945205479452
2019,IHI CORPORATION,Japan,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.75%,-0.0075,-0.038829032258064534,1,-0.03942340425531914,1,8.695652173913038
2016,IHS MARKIT LTD,United Kingdom,Activities auxiliary to financial intermediation (67),-0.30%,-0.003,-0.00441720430107527,1,-0.007880000000000002,1,
2017,IHS MARKIT LTD,United Kingdom,Activities auxiliary to financial intermediation (67),0.07%,0.0007000000000000001,-0.00441720430107527,1,-0.0063,1,-123.33333333333334
2018,IHS MARKIT LTD,United Kingdom,Activities auxiliary to financial intermediation (67),0.06%,0.0006,-0.00441720430107527,1,-0.0058333333333333345,1,-14.285714285714302
2016,ILIAD SA,France,Post and telecommunications (64),-0.18%,-0.0018,-0.023313953488372105,1,-0.023221818181818184,1,
2017,ILIAD SA,France,Post and telecommunications (64),-0.15%,-0.0015,-0.023313953488372105,1,-0.02251805555555556,1,-16.666666666666664
2018,ILIAD SA,France,Post and telecommunications (64),-0.16%,-0.0016,-0.023313953488372105,1,-0.024846874999999997,1,6.666666666666665
2016,ILLINOIS TOOL WORKS INCORPORATED,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.66%,-0.0166,-0.038829032258064534,1,-0.03357441860465116,1,
2017,ILLINOIS TOOL WORKS INCORPORATED,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.75%,-0.0175,-0.038829032258064534,1,-0.031972549019607846,1,5.421686746987953
2018,ILLINOIS TOOL WORKS INCORPORATED,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.74%,-0.0174,-0.038829032258064534,1,-0.05099999999999999,1,-0.5714285714285894
2019,ILLINOIS TOOL WORKS INCORPORATED,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.64%,-0.016399999999999998,-0.038829032258064534,1,-0.03942340425531914,1,-5.747126436781613
2016,ILUKA RESOURCES LIMITED,Australia,Quarrying of sand and clay,-28.35%,-0.28350000000000003,-0.43923112244897977,1,-0.3487,1,
2017,ILUKA RESOURCES LIMITED,Australia,Quarrying of sand and clay,-22.29%,-0.2229,-0.43923112244897977,1,-0.4254037735849057,1,-21.37566137566139
2018,ILUKA RESOURCES LIMITED,Australia,Quarrying of sand and clay,-39.13%,-0.39130000000000004,-0.43923112244897977,1,-0.42410192307692307,1,75.54957379991029
2019,ILUKA RESOURCES LIMITED,Australia,Quarrying of sand and clay,-50.18%,-0.5018,-0.43923112244897977,-1,-0.5198912280701754,1,28.239202657807304
2017,IMCD GROUP BV,Netherlands,Renting of machinery and equipment without operator and of personal and household goods (71),-0.15%,-0.0015,-0.011594594594594592,1,-0.011923809523809524,1,
2018,IMCD GROUP BV,Netherlands,Renting of machinery and equipment without operator and of personal and household goods (71),-0.12%,-0.0012,-0.011594594594594592,1,-0.013019999999999999,1,-20.000000000000007
2019,IMCD GROUP BV,Netherlands,Renting of machinery and equipment without operator and of personal and household goods (71),-0.11%,-0.0011,-0.011594594594594592,1,-0.01084,1,-8.333333333333314
2016,IMERYS SA,France,Quarrying of sand and clay,-17.61%,-0.1761,-0.43923112244897977,1,-0.3487,1,
2017,IMERYS SA,France,Quarrying of sand and clay,-15.80%,-0.158,-0.43923112244897977,1,-0.4254037735849057,1,-10.278250993753558
2018,IMERYS SA,France,Quarrying of sand and clay,-17.74%,-0.17739999999999997,-0.43923112244897977,1,-0.42410192307692307,1,12.278481012658204
2019,IMERYS SA,France,Quarrying of sand and clay,-16.70%,-0.16699999999999998,-0.43923112244897977,1,-0.5198912280701754,1,-5.862457722660652
2016,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,Italy,"Financial intermediation, except insurance and pension funding (65)",-11.12%,-0.1112,-0.03775423497267761,-1,-0.0403921568627451,-1,
2017,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,Italy,"Financial intermediation, except insurance and pension funding (65)",-12.36%,-0.12359999999999999,-0.03775423497267761,-1,-0.030693650793650797,-1,11.151079136690644
2018,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,Italy,"Financial intermediation, except insurance and pension funding (65)",-11.10%,-0.111,-0.03775423497267761,-1,-0.03467868020304568,-1,-10.194174757281537
2019,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,Italy,"Financial intermediation, except insurance and pension funding (65)",-12.21%,-0.12210000000000001,-0.03775423497267761,-1,-0.045716580310880835,-1,10.000000000000009
2019,IMMOFINANZ AG,Austria,Real estate activities (70),-0.04%,-0.0004,-0.08544903581267221,1,-0.07754848484848485,1,
2017,IMPALA PLATINUM HOLDINGS LIMITED,South Africa,Quarrying of sand and clay,-17.24%,-0.1724,-0.43923112244897977,1,-0.4254037735849057,1,
2018,IMPALA PLATINUM HOLDINGS LIMITED,South Africa,Quarrying of sand and clay,-17.41%,-0.1741,-0.43923112244897977,1,-0.42410192307692307,1,0.9860788863109038
2019,IMPALA PLATINUM HOLDINGS LIMITED,South Africa,Quarrying of sand and clay,-17.98%,-0.17980000000000002,-0.43923112244897977,1,-0.5198912280701754,1,3.273980470993698
2016,IMPERIAL OIL LTD,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-19.15%,-0.19149999999999998,-0.22163392070484583,1,-0.2618936170212766,1,
2017,IMPERIAL OIL LTD,Canada,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-16.06%,-0.1606,-0.22163392070484583,1,-0.2079426229508196,1,-16.135770234986936
2016,INA DD,Croatia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-21.50%,-0.215,-0.22163392070484583,1,-0.2618936170212766,1,
2017,INA DD,Croatia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-16.17%,-0.1617,-0.22163392070484583,1,-0.2079426229508196,1,-24.790697674418595
2019,INA DD,Croatia,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-13.80%,-0.138,-0.22163392070484583,1,-0.19685333333333332,1,-14.656771799628942
2016,INCITEC PIVOT LTD,Australia,Petroleum Refinery,-33.98%,-0.3398,-0.33520405405405407,-1,-0.2585571428571429,-1,
2017,INCITEC PIVOT LTD,Australia,Petroleum Refinery,-43.34%,-0.4334,-0.33520405405405407,-1,-0.40198,-1,27.54561506768689
2018,INCITEC PIVOT LTD,Australia,Petroleum Refinery,-57.74%,-0.5774,-0.33520405405405407,-1,-0.3282299999999999,-1,33.22565759113982
2019,INCITEC PIVOT LTD,Australia,Petroleum Refinery,-50.72%,-0.5072,-0.33520405405405407,-1,-0.329055,-1,-12.15794942847247
2016,INDAH KIAT PULP AND PAPER TBK PT,Indonesia,Paper,-147.61%,-1.4761000000000002,-0.25199518072289157,-1,-0.3209222222222222,-1,
2017,INDAH KIAT PULP AND PAPER TBK PT,Indonesia,Paper,-141.21%,-1.4121000000000001,-0.25199518072289157,-1,-0.26397,-1,-4.335749610460004
2018,INDAH KIAT PULP AND PAPER TBK PT,Indonesia,Paper,-131.22%,-1.3122,-0.25199518072289157,-1,-0.24810869565217383,-1,-7.074569789674956
2016,INDEPENDENCE GROUP NL,Australia,Quarrying of sand and clay,-5.82%,-0.0582,-0.43923112244897977,1,-0.3487,1,
2018,INDEPENDENCE GROUP NL,Australia,Quarrying of sand and clay,0.76%,0.0076,-0.43923112244897977,1,-0.42410192307692307,1,-113.05841924398625
2019,INDIAN HOTELS COMPANY LTD,India,Other service activities (93),-20.82%,-0.2082,-0.06545776892430274,-1,-0.042170769230769234,-1,
2016,INDITEX,Spain,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.98%,-0.0098,-0.021157094594594594,1,-0.016007407407407408,1,
2017,INDITEX,Spain,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.65%,-0.006500000000000001,-0.021157094594594594,1,-0.03165949367088608,1,-33.6734693877551
2018,INDITEX,Spain,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.56%,-0.005600000000000001,-0.021157094594594594,1,-0.017726923076923085,1,-13.846153846153841
2019,INDITEX,Spain,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.55%,-0.0055000000000000005,-0.021157094594594594,1,-0.01781529411764706,1,-1.7857142857142905
2017,INDRA SISTEMAS,Spain,Computer and related activities (72),-0.17%,-0.0017000000000000001,-0.012459203980099502,1,-0.014033333333333332,1,
2018,INDRA SISTEMAS,Spain,Computer and related activities (72),-0.17%,-0.0017000000000000001,-0.012459203980099502,1,-0.015472000000000001,1,0.0
2019,INDRA SISTEMAS,Spain,Computer and related activities (72),-0.15%,-0.0015,-0.012459203980099502,1,-0.005232692307692308,1,-11.764705882352944
2017,INDUSIND BANK LTD,India,"Financial intermediation, except insurance and pension funding (65)",-0.61%,-0.0060999999999999995,-0.03775423497267761,1,-0.030693650793650797,1,
2018,INDUSIND BANK LTD,India,"Financial intermediation, except insurance and pension funding (65)",-0.62%,-0.0062,-0.03775423497267761,1,-0.03467868020304568,1,1.6393442622950838
2019,INDUSIND BANK LTD,India,"Financial intermediation, except insurance and pension funding (65)",-0.52%,-0.0052,-0.03775423497267761,1,-0.045716580310880835,1,-16.129032258064512
2017,INDUSTRIAS PENOLES S.A.B. DE CV,Mexico,Quarrying of sand and clay,-19.40%,-0.19399999999999998,-0.43923112244897977,1,-0.4254037735849057,1,
2018,INDUSTRIAS PENOLES S.A.B. DE CV,Mexico,Quarrying of sand and clay,-16.77%,-0.1677,-0.43923112244897977,1,-0.42410192307692307,1,-13.556701030927831
2019,INDUSTRIAS PENOLES S.A.B. DE CV,Mexico,Quarrying of sand and clay,-18.68%,-0.1868,-0.43923112244897977,1,-0.5198912280701754,1,11.389385807990472
2016,INFIGEN ENERGY,Australia,Production of electricity by solar photovoltaic,-0.69%,-0.0069,-0.0751736842105263,1,-0.027875,1,
2017,INFIGEN ENERGY,Australia,Production of electricity by solar photovoltaic,-0.49%,-0.0049,-0.0751736842105263,1,0.0022799999999999986,-1,-28.98550724637682
2016,INFINEON TECHNOLOGIES AG,Germany,Manufacture of electrical machinery and apparatus n.e.c. (31),-4.30%,-0.043,-0.07275014749262533,1,-0.071075,1,
2017,INFINEON TECHNOLOGIES AG,Germany,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.36%,-0.0336,-0.07275014749262533,1,-0.06829375,1,-21.86046511627907
2018,INFINEON TECHNOLOGIES AG,Germany,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.44%,-0.0344,-0.07275014749262533,1,-0.07681176470588234,1,2.3809523809523947
2019,INFINEON TECHNOLOGIES AG,Germany,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.47%,-0.0347,-0.07275014749262533,1,-0.07511279069767442,1,0.8720930232558155
2016,INFINERA CORPORATION,United States,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.57%,-0.005699999999999999,-0.028164166666666667,1,-0.035588,1,
2017,INFINERA CORPORATION,United States,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.46%,-0.0046,-0.028164166666666667,1,-0.0360060606060606,1,-19.298245614035082
2016,INFOSYS LIMITED,India,Computer and related activities (72),-0.80%,-0.008,-0.012459203980099502,1,-0.015683333333333334,1,
2017,INFOSYS LIMITED,India,Computer and related activities (72),7.17%,0.0717,-0.012459203980099502,1,-0.014033333333333332,1,-996.25
2018,INFOSYS LIMITED,India,Computer and related activities (72),8.84%,0.08839999999999999,-0.012459203980099502,1,-0.015472000000000001,1,23.29149232914922
2019,INFOSYS LIMITED,India,Computer and related activities (72),-0.64%,-0.0064,-0.012459203980099502,1,-0.005232692307692308,-1,-107.23981900452489
2016,ING GROEP N.V.,Netherlands,"Financial intermediation, except insurance and pension funding (65)",-0.06%,-0.0006,-0.03775423497267761,1,-0.0403921568627451,1,
2016,INGERSOLL-RAND PLC,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.91%,-0.0191,-0.038829032258064534,1,-0.03357441860465116,1,
2017,INGERSOLL-RAND PLC,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.78%,-0.0178,-0.038829032258064534,1,-0.031972549019607846,1,-6.80628272251308
2018,INGERSOLL-RAND PLC,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.64%,-0.016399999999999998,-0.038829032258064534,1,-0.05099999999999999,1,-7.86516853932585
2016,INGEVITY CORP,United States,Chemicals nec,-8.13%,-0.08130000000000001,-0.1794158192090395,1,-0.21424054054054054,1,
2017,INGEVITY CORP,United States,Chemicals nec,-9.71%,-0.0971,-0.1794158192090395,1,-0.168566,1,19.4341943419434
2018,INGEVITY CORP,United States,Chemicals nec,-8.30%,-0.083,-0.1794158192090395,1,-0.16673061224489796,1,-14.521112255406798
2019,INGEVITY CORP,United States,Chemicals nec,-10.45%,-0.1045,-0.1794158192090395,1,-0.17638048780487803,1,25.903614457831313
2016,INMARSAT PLC,United Kingdom,Post and telecommunications (64),-0.39%,-0.0039000000000000003,-0.023313953488372105,1,-0.023221818181818184,1,
2017,INMARSAT PLC,United Kingdom,Post and telecommunications (64),-0.32%,-0.0032,-0.023313953488372105,1,-0.02251805555555556,1,-17.948717948717952
2016,INMOBILIARIA COLONIAL SOCIMI SA,Spain,"Financial intermediation, except insurance and pension funding (65)",-4.03%,-0.0403,-0.03775423497267761,-1,-0.0403921568627451,1,
2017,INNER MONGOLIA YITAI COAL COMPANY LIMITED,China,Mining of coal and lignite; extraction of peat (10),-52.08%,-0.5207999999999999,-0.8379714285714286,1,-0.6148,1,
2018,INNER MONGOLIA YITAI COAL COMPANY LIMITED,China,Mining of coal and lignite; extraction of peat (10),-85.99%,-0.8599,-0.8379714285714286,-1,-0.7400500000000001,-1,65.1113671274962
2019,INNER MONGOLIA YITAI COAL COMPANY LIMITED,China,Mining of coal and lignite; extraction of peat (10),-96.04%,-0.9604,-0.8379714285714286,-1,-1.0520333333333334,1,11.687405512268878
2016,INNOLUX CORP,Taiwan,Manufacture of electrical machinery and apparatus n.e.c. (31),-11.94%,-0.11939999999999999,-0.07275014749262533,-1,-0.071075,-1,
2017,INNOLUX CORP,Taiwan,Manufacture of electrical machinery and apparatus n.e.c. (31),-10.22%,-0.10220000000000001,-0.07275014749262533,-1,-0.06829375,-1,-14.405360134003331
2018,INNOLUX CORP,Taiwan,Manufacture of electrical machinery and apparatus n.e.c. (31),-12.82%,-0.1282,-0.07275014749262533,-1,-0.07681176470588234,-1,25.440313111545976
2019,INNOLUX CORP,Taiwan,Manufacture of electrical machinery and apparatus n.e.c. (31),-13.60%,-0.136,-0.07275014749262533,-1,-0.07511279069767442,-1,6.0842433697347875
2016,INTEL CORPORATION,United States,Manufacture of electrical machinery and apparatus n.e.c. (31),-1.98%,-0.019799999999999998,-0.07275014749262533,1,-0.071075,1,
2017,INTEL CORPORATION,United States,Manufacture of electrical machinery and apparatus n.e.c. (31),-2.34%,-0.023399999999999997,-0.07275014749262533,1,-0.06829375,1,18.181818181818187
